State,County,Facility_N,Facility_T,Owner,Latitude,Longitude,Functional
Western Equatoria,Maridi,Longbua PHCU,PHCU,MoH,5.02615,29.71507,Functional
Western Equatoria,Maridi,Chochoro PHCU,PHCU,MoH,4.99978,29.45599,Functional
Western Equatoria,Maridi,Mudubai PHCU,PHCU,MoH,4.99272,29.5047,Functional
Western Equatoria,Maridi,Eyira PHCU-Bar-Naam,PHCU,MoH,4.991083,29.671053,Functional
Western Equatoria,Maridi,Atta-Affa PHCU,PHCU,MoH,4.9729,29.642649,Functional
Western Equatoria,Maridi,Nagbaka PHCU,PHCU,MoH,4.95405,29.43679,Functional
Western Equatoria,Maridi,Mabilindi PHCU,PHCU,MoH,4.93136,29.51284,Functional
Western Equatoria,Maridi,Mabarindi PHCU,PHCU,MoH,4.930975,29.513148,Functional
Western Equatoria,Maridi,Ras-Tigi PHCU,PHCU,MoH,4.92501,29.39412,Functional
Western Equatoria,Maridi,Maltesar Hospital,County Hospital,MoH,4.91629,29.46306,Functional
Western Equatoria,Maridi,Maridi County Hospital,County Hospital,MoH,4.91598,29.46424,Functional
Western Equatoria,Maridi,Betha Saida Ecs Clin PHCC,PHCC,MoH,4.91144,29.45147,Functional
Western Equatoria,Maridi,Don Basico PHCU,PHCU,MoH,4.910883,29.446067,Functional
Western Equatoria,Maridi,Matar PHCU,PHCU,MoH,4.90969,29.45707,Functional
Western Equatoria,Maridi,Moku PHCU,PHCU,MoH,4.90718,29.49709,Functional
Western Equatoria,Maridi,Spla-Jiu PHCU,PHCU,MoH,4.90025,29.47806,Functional
Western Equatoria,Maridi,Prison PHCU_Maridi,PHCU,MoH,4.89792,29.4466,Functional
Western Equatoria,Maridi,MEKKE I PHCU,PHCU,MoH,4.88605,29.49533,Functional
Western Equatoria,Maridi,Mekke Ii,PHCC,MoH,4.88605,29.49533,Functional
Western Equatoria,Maridi,Mambe T PHCU,PHCU,MoH,4.86818,29.82424,Functional
Western Equatoria,Maridi,Kwanga PHCU,PHCU,MoH,4.86051,29.47308,Functional
Western Equatoria,Maridi,Mboroko PHCU,PHCU,MoH,4.85917,29.4337,Functional
Western Equatoria,Maridi,Ngburusai PHCU,PHCU,MoH,4.81887,29.51088,Functional
Western Equatoria,Maridi,Ngamude PHCU,PHCU,MoH,4.75571,29.60031,Functional
Western Equatoria,Maridi,Embe  PHCU,PHCU,MoH,4.75349,29.52117,Functional
Western Equatoria,Maridi,Bingo PHCU,PHCU,MoH,4.664289,29.760958,Functional
Western Equatoria,Maridi,Dorrolilli PHCU,PHCU,MoH,4.65668,29.86777,Functional
Western Equatoria,Mundri,Mideh PHCC,PHCC,MoH,5.056994,30.733795,Non functional
Western Equatoria,Mundri,Mariba PHCU,PHCU,MoH,0,0,Non Functional
Western Equatoria,Mundri East,Kesiko PHCU,PHCU,MoH,5.72144,30.600798,Functional
Western Equatoria,Mundri East,Lakamadi,PHCC,MoH,5.66781,30.48836,Functional
Western Equatoria,Mundri East,Magyiri PHCU,PHCC,MoH,5.53198,30.85755,Non Functional
Western Equatoria,Mundri East,Bekenye PHCU,PHCU,MoH,5.53094,30.78226,Non Functional
Western Equatoria,Mundri East,Kediba PHCC,PHCC,MoH,5.51262,30.7255,Functional
Western Equatoria,Mundri East,Wandi PHCU,PHCU,MoH,5.479085,30.616982,Functional
Western Equatoria,Mundri East,Dosoh PHCU,PHCU,MoH,5.448909,30.462336,Functional
Western Equatoria,Mundri East,Agyi PHCU,PHCU,MoH,5.40425,30.86031,Non Functional
Western Equatoria,Mundri East,Movo PHCU,PHCU,MoH,5.38812,30.6357,Functional
Western Equatoria,Mundri East,Lui Hospital,County Hospital,MoH,5.34281,30.44867,Functional
Western Equatoria,Mundri East,Wiroh PHCU,PHCU,MoH,5.30905,30.56016,Functional
Western Equatoria,Mundri East,Minga,PHCC,MoH,5.30102,30.86585,Functional
Western Equatoria,Mundri East,Lanyi PHCC,PHCC,MoH,5.24809,30.50873,Non Functional
Western Equatoria,Mundri East,Doroh PHCU,PHCU,MoH,5.20053,30.5583,Non Functional
Western Equatoria,Mundri East,Singiriana PHCU,PHCU,MoH,5.15964,30.51247,Functional
Western Equatoria,Mundri East,Lojoh PHCU,PHCU,MoH,5.15719,30.44674,Functional
Western Equatoria,Mundri East,Gabat,PHCC,MoH,5.15059,30.70565,Non Functional
Western Equatoria,Mundri East,Buagyi PHCU,PHCU,MoH,5.143144,30.638402,Functional
Western Equatoria,Mundri East,Banduguya PHCU,PHCU,MoH,5.1,30.88,Functional
Western Equatoria,Mundri East,Miden PHCC,PHCC,MoH,5.06337,30.73688,Functional
Western Equatoria,Mundri East,Kporolo PHCU,PHCU,MoH,4.97818,30.64545,Functional
Western Equatoria,Mundri East,Lokoya PHCU,PHCU,MoH,4.89818,30.52909,Functional
Western Equatoria,Mundri West,Kulundu PHCU,PHCU,MoH,5.650598,30.35245,Functional
Western Equatoria,Mundri West,Bitit PHCU,PHCU,MoH,5.56992,30.43743,Functional
Western Equatoria,Mundri West,Amdi PHCU,PHCU,MoH,5.51897,30.3353,Functional
Western Equatoria,Mundri West,Nuni PHCU,PHCU,MoH,5.474104,30.321656,Functional
Western Equatoria,Mundri West,Gulu  PHCU,PHCU,MoH,5.369367,30.158933,Functional
Western Equatoria,Mundri West,Gullui PHCU,PHCU,MoH,5.36682,30.15927,Functional
Western Equatoria,Mundri West,Mundri West PHCC,PHCC,MoH,5.34713,30.3235,Non Functional
Western Equatoria,Mundri West,Kotobi PHCC,PHCC,MoH,5.24275,30.20099,Functional
Western Equatoria,Mundri West,Bari PHCU,PHCU,MoH,5.22814,30.39518,Functional
Western Equatoria,Mundri West,Gogribalau PHCU,PHCU,MoH,5.227079,30.261591,Functional
Western Equatoria,Mundri West,Mandi PHCU,PHCU,MoH,5.163718,30.104692,Functional
Western Equatoria,Mundri West,Karika PHCU,PHCU,MoH,5.12996,30.03831,Functional
Western Equatoria,Mundri West,Garia PHCU,PHCU,MoH,5.03348,30.32796,Functional
Western Equatoria,Mundri West,Ledingwa PHCU,PHCU,MoH,4.94911,30.33421,Functional
Western Equatoria,Mundri West,Diko PHCU,PHCU,MoH,4.87273,30.46545,Functional
Western Equatoria,Mundri West,Bongolo PHCC,PHCC,MoH,4.82779,30.30092,Functional
Western Equatoria,Mundri West,Moba PHCU,PHCU,MoH,4.798205,30.369226,Functional
Western Equatoria,Mundri West,Tore Wandi PHCU,PHCU,MoH,4.63845,30.43992,Functional
Western Equatoria,Mvolo,Kulu PHCU,PHCU,MoH,6.22982,29.93665,Functional
Western Equatoria,Mvolo,Lali PHCU,PHCU,MoH,6.21154,30.08167,Functional
Western Equatoria,Mvolo,Leyibolo PHCU-Kombi,PHCU,MoH,6.1876,30.04225,Functional
Western Equatoria,Mvolo,Bahr-Grindi PHCU,PHCU,MoH,6.14073,30.17776,Functional
Western Equatoria,Mvolo,Mvolo PHCC,PHCC,MoH,6.05965,29.96053,Functional
Western Equatoria,Mvolo,Domeri PHCU,PHCU,MoH,5.96577,30.04067,Functional
Western Equatoria,Mvolo,Gira PHCU,PHCU,MoH,5.89688,29.89534,Functional
Western Equatoria,Mvolo,Lesi PHCU,PHCU,MoH,5.88233,30.30093,Functional
Western Equatoria,Mvolo,Dari PHCU,PHCU,MoH,5.82114,30.35665,Functional
Western Equatoria,Mvolo,Yeri PHCC,PHCC,MoH,5.78467,30.1043,Functional
Western Equatoria,Mvolo,Bogori PHCU,PHCU,MoH,5.74054,29.84751,Functional
Western Equatoria,Mvolo,Mbara PHCU,PHCU,MoH,5.669964,30.098109,Non Functional
Western Equatoria,Nagero,Zamoi PHCU,PHCU,MoH,6.637392,27.91747,Functional
Western Equatoria,Nagero,Diayanga PHCU,PHCU,MoH,6.49015,27.84376,Functional
Western Equatoria,Nagero,Nagero PHCC,PHCC,MoH,6.3876,27.76498,Functional
Western Equatoria,Nagero,Kuro PHCU,PHCU,MoH,6.242303,27.734034,Functional
Western Equatoria,Nagero,Bandalla PHCU,PHCU,MoH,6.17455,27.69091,Functional
Western Equatoria,Nzara,Ringasi PHCC,PHCC,MoH,4.92856,28.17807,Functional
Western Equatoria,Nzara,Kpasua PHCU,PHCU,MoH,4.74395,28.19481,Functional
Western Equatoria,Nzara,Ndoromo PHCU,PHCU,MoH,4.70812,27.89788,Functional
Western Equatoria,Nzara,Namama PHCU,PHCU,MoH,4.70283,27.98713,Functional
Western Equatoria,Nzara,Namaiku PHCC,PHCC,MoH,4.68637,28.22682,Functional
Western Equatoria,Nzara,Basukangbi PHCC,PHCC,MoH,4.68345,28.0542,Functional
Western Equatoria,Nzara,Yabongo PHCU,PHCU,MoH,4.67988,28.30538,Functional
Western Equatoria,Nzara,Nakapazi Gi PHCU,PHCU,MoH,4.673,28.18322,Functional
Western Equatoria,Nzara,Yabuwa PHCU,PHCU,MoH,4.64925,28.26809,Functional
Western Equatoria,Nzara,Ngambia PHCU,PHCU,MoH,4.64681,28.2581,Functional
Western Equatoria,Nzara,Cmmb Nzara,PHCC,Mission-NGO,4.64155,28.24849,Functional
Western Equatoria,Nzara,Sangua PHCU One,PHCU,MoH,4.6296,28.12607,Functional
Western Equatoria,Nzara,Sangua Ii PHCC,PHCC,MoH,4.62034,28.21298,Functional
Western Equatoria,Nzara,Dingiapai PHCC,PHCC,MoH,4.59845,28.18725,Functional
Western Equatoria,Nzara,Baakpara PHCU,PHCU,MoH,4.56433,28.2557,Functional
Western Equatoria,Nzara,Bereangburu PHCC,PHCC,MoH,4.513611,28.287778,Functional
Western Equatoria,Nzara,Nangirimo PHCU,PHCU,MoH,4.4698,28.20638,Functional
Western Equatoria,Nzara,Sakure PHCC,PHCC,MoH,4.39657,28.21161,Functional
Western Equatoria,Tambura,Namutina PHCC,PHCC,MoH,5.92727,27.33727,Functional
Western Equatoria,Tambura,Duma PHCU,PHCU,MoH,5.82056,27.57531,Functional
Western Equatoria,Tambura,Akpa PHCU,PHCU,MoH,5.80618,27.180278,Functional
Western Equatoria,Tambura,Dingimo PHCU,PHCU,MoH,5.782385,27.222052,Functional
Western Equatoria,Tambura,Nabaria PHCU,PHCU,MoH,5.679179,27.461014,Functional
Western Equatoria,Tambura,Mbirangburu PHCU,PHCU,MoH,5.65999,27.50468,Functional
Western Equatoria,Tambura,Mangburu PHCU,PHCU,MoH,5.65999,27.50468,Functional
Western Equatoria,Tambura,Bakiringba PHCU,PHCU,MoH,5.651138,27.410932,Functional
Western Equatoria,Tambura,Mabenge PHCU,PHCU,MoH,5.647463,27.495648,Functional
Western Equatoria,Tambura,Matoto PHCU,PHCU,MoH,5.6261,27.40621,Functional
Western Equatoria,Tambura,Nzama PHCU,PHCU,MoH,5.61989,27.52509,Functional
Western Equatoria,Tambura,140 Batallion PHCU,PHCU,MoH,5.6084,27.47534,Functional
Western Equatoria,Tambura,Sarafin clinic PHCU,PHCU,MoH,5.606184,27.469387,Functional
Western Equatoria,Tambura,Sinakpuro PHCU,PHCU,MoH,5.603184,27.471656,Functional
Western Equatoria,Tambura,Tambura Civil Hospital,County Hospital,MoH,5.60033,27.47496,Functional
Western Equatoria,Tambura,Tambura PHCC,PHCC,MoH,5.59978,27.47544,Functional
Western Equatoria,Tambura,Madakurungbgu PHCU,PHCU,MoH,5.57614,27.455978,Functional
Western Equatoria,Tambura,Gamunakpa PHCU,PHCU,MoH,5.571547,27.497011,Functional
Western Equatoria,Tambura,Mabaiku PHCU,PHCU,MoH,5.56584,27.43262,Functional
Western Equatoria,Tambura,Mabia PHCU,PHCU,MoH,5.56203,27.52416,Functional
Western Equatoria,Tambura,Mopai PHCC,PHCC,MoH,5.47114,27.64673,Functional
Western Equatoria,Tambura,Mangogo PHCU,PHCU,MoH,5.467586,27.660095,Functional
Western Equatoria,Tambura,Bambu PHCU,PHCU,MoH,5.45248,27.34636,Functional
Western Equatoria,Tambura,YDA Clinic PHCU,PHCU,MoH,5.395831,27.250868,Functional
Western Equatoria,Tambura,Ngoko PHCU,PHCU,MoH,5.39105,27.29914,Functional
Western Equatoria,Tambura,Source-Yubu Hospital,County Hospital,MoH,5.3885,27.25123,Functional
Western Equatoria,Yambio,Duatuka PHCU,PHCU,MoH,5.852231,28.669851,Functional
Western Equatoria,Yambio,Nadiangere PHCC,PHCC,MoH,5.49367,28.39063,Functional
Western Equatoria,Yambio,Mazingbi PHCU,PHCU,MoH,5.31102,28.38507,Functional
Western Equatoria,Yambio,Nangumc PHCU,PHCU,MoH,5.1923,28.43304,Functional
Western Equatoria,Yambio,Mabema PHCU,PHCU,MoH,4.86354,28.43474,Non Functional
Western Equatoria,Yambio,Burezigbo PHCU,PHCU,MoH,4.81806,28.74208,Functional
Western Equatoria,Yambio,Bangasu PHCC,PHCC,MoH,4.79223,28.77672,Functional
Western Equatoria,Yambio,Sue PHCU,PHCU,MoH,4.77202,28.84877,Functional
Western Equatoria,Yambio,Nangere PHCU,PHCU,MoH,4.757703,28.715123,Functional
Western Equatoria,Yambio,Momboi PHCU,PHCU,MoH,4.75372,28.4405,Functional
Western Equatoria,Yambio,Makpandu PHCC,PHCC,MoH,4.75102,28.7015,Functional
Western Equatoria,Yambio,Magbuka PHCU,PHCU,MoH,4.74858,28.80704,Functional
Western Equatoria,Yambio,Li Rangu,PHCC,MoH,4.72769,28.35958,Functional
Western Equatoria,Yambio,Remenze PHCU,PHCU,MoH,4.70256,28.59219,Functional
Western Equatoria,Yambio,Rimeivze PHCU,PHCU,MoH,4.70256,28.59219,Functional
Western Equatoria,Yambio,Kasia PHCU,PHCU,MoH,4.67221,28.6263,Functional
Western Equatoria,Yambio,Nambia PHCU,PHCU,MoH,4.66212,28.36549,Functional
Western Equatoria,Yambio,Ndauuro PHCU,PHCU,MoH,4.653668,28.416621,Functional
Western Equatoria,Yambio,Bazumburu PHCU,PHCU,MoH,4.65193,28.54443,Functional
Western Equatoria,Yambio,Saura Twazi PHCU,PHCU,MoH,4.63712,28.34204,Functional
Western Equatoria,Yambio,Bodo PHCU,PHCU,MoH,4.63338,28.51703,Functional
Western Equatoria,Yambio,Saura I PHCU,PHCU,MoH,4.62305,28.33791,Functional
Western Equatoria,Yambio,Tiindoka PHCU,PHCU,MoH,4.60355,28.38657,Functional
Western Equatoria,Yambio,Ukuo PHCU,PHCU,MoH,4.60182,28.75072,Functional
Western Equatoria,Yambio,Bazungua PHCC,PHCC,MoH,4.59198,28.45173,Functional
Western Equatoria,Yambio,Baguga PHCU,PHCU,MoH,4.58094,28.32653,Functional
Western Equatoria,Yambio,Nabagu PHCU,PHCU,MoH,4.578452,28.359426,Functional
Western Equatoria,Yambio,Nabanga PHCC,PHCC,MoH,4.578452,28.359426,Functional
Western Equatoria,Yambio,Masiya PHCU,PHCU,MoH,4.57712,28.3844,Functional
Western Equatoria,Yambio,Ikpiro PHCU,PHCU,MoH,4.570971,28.410406,Functional
Western Equatoria,Yambio,Yambio Prison PHCU,PHCU,MoH,4.56837,28.39459,Functional
Western Equatoria,Yambio,N.H.I Yambio H Centr,PHCC,MoH,4.567687,28.395476,Functional
Western Equatoria,Yambio,Yambio PHCC,PHCC,MoH,4.5665,28.3975,Functional
Western Equatoria,Yambio,State Hospital Y,State Hospital,MoH,4.56612,28.40754,Functional
Western Equatoria,Yambio,Nayure PHCU,PHCU,MoH,4.56427,28.34761,Functional
Western Equatoria,Yambio,Ideas PHCU,PHCU,MoH,4.564188,28.425553,Functional
Western Equatoria,Yambio,Ribodo PHCU,PHCU,MoH,4.55546,28.45509,Functional
Western Equatoria,Yambio,Nakiri PHCU,PHCU,MoH,4.55428,28.4328,Functional
Western Equatoria,Yambio,Mangbondo PHCU,PHCU,MoH,4.55038,28.40005,Functional
Western Equatoria,Yambio,Diatoro PHCU,PHCU,MoH,4.5451,28.35806,Functional
Western Equatoria,Yambio,Bakiwiri PHCU,PHCU,MoH,4.537781,28.33338,Functional
Western Equatoria,Yambio,Nyaka PHCU,PHCU,MoH,4.537731,28.84841,Functional
Western Equatoria,Yambio,Naangbimo PHCU,PHCU,MoH,4.53273,28.43682,Functional
Western Equatoria,Yambio,Nasua PHCU,PHCU,MoH,4.518801,28.498793,Functional
Western Equatoria,Yambio,Masumbu PHCU,PHCU,MoH,4.5105,28.38536,Functional
Western Equatoria,Yambio,Kidi PHCU,PHCU,MoH,4.48494,28.44555,Functional
Western Equatoria,Yambio,Gagura PHCC,PHCC,MoH,4.44694,28.48719,Functional
Western Equatoria,Yambio,PHCC Gangura,PHCC,MoH,4.44694,28.48719,Functional
Western Equatoria,Yambio,Birisi PHCU,PHCU,MoH,4.42634,28.40393,Functional
Western Equatoria,Yambio,Nabia-Pai PHCU,PHCU,MoH,4.38689,28.56749,Functional
