State,County,Facility_N,Facility_T,Owner,Latitude,Longitude,Functional
Eastern Equatoria,Torit,Offi PHCU_Kudo,PHCU,MoH,4.502189,32.583807,Functional
Eastern Equatoria,Torit,Calamini PHCU,PHCU,MoH,4.49933,32.90961,Functional
Eastern Equatoria,Torit,Tirangore PHCU,PHCU,MoH,4.49038,32.79671,Functional
Eastern Equatoria,Torit,Lowoi PHCC,PHCC,MoH,4.48993,32.16764,Functional
Eastern Equatoria,Torit,Hiyala PHCC,PHCC,MoH,4.46423,32.86489,Functional
Eastern Equatoria,Torit,Langaro PHCU,PHCU,MoH,4.45827,32.29917,Functional
Eastern Equatoria,Torit,Tuhubak PHCU,PHCU,MoH,4.45003,33.01597,Non Functional
Eastern Equatoria,Torit,Haforiere PHCU,PHCU,MoH,4.44952,32.81678,Functional
Eastern Equatoria,Torit,Iloli PHCU,PHCU,MoH,4.43679,32.91188,Functional
Eastern Equatoria,Torit,Lolere PHCU,PHCU,MoH,4.43506,32.48057,Functional
Eastern Equatoria,Torit,Offiriha Torit PHCU_Torit,PHCU,MoH,4.421696,32.644107,Functional
Eastern Equatoria,Torit,Wildlife PHCU,PHCU,MoH,4.418616,32.54474,Non functional
Eastern Equatoria,Torit,National Health Insurance Fund PHCU,PHCU,MoH,4.418616,32.54474,Functional
Eastern Equatoria,Torit,Nyong PHCU,PHCU,MoH,4.418539,32.544731,Functional
Eastern Equatoria,Torit,Ibalany PHCU,PHCU,MoH,4.416591,32.5474,Functional
Eastern Equatoria,Torit,Hai Lotuko PHCU,PHCC,MoH,4.41313,32.57079,Non Functional
Eastern Equatoria,Torit,Malaya PHCU,PHCU,MoH,4.410043,32.572131,Functional
Eastern Equatoria,Torit,Torit Civil Hospital,State Hospital,MoH,4.40629,32.57604,Functional
Eastern Equatoria,Torit,Ogurung PHCU,PHCU,MoH,4.39587,32.90319,Functional
Eastern Equatoria,Torit,Isaloro PHCU,PHCU,MoH,4.380217,32.484983,Non functional
Eastern Equatoria,Torit,Olianga PHCU,PHCU,MoH,4.34163,32.92134,Functional
Eastern Equatoria,Torit,Moti PHCU,PHCU,MoH,4.334019,32.548299,Functional
Eastern Equatoria,Torit,Hilleu PHCC,PHCC,MoH,4.32201,32.64614,Functional
Eastern Equatoria,Torit,Imurok PHCU,PHCU,MoH,4.31523,32.43245,Functional
Eastern Equatoria,Torit,Otose PHCU,PHCU,MoH,4.274183,32.384717,Non functional
Eastern Equatoria,Torit,Loulang PHCU,PHCU,MoH,4.240433,32.37685,Functional
Eastern Equatoria,Torit,Gunyoro PHCU,PHCU,MoH,4.235567,32.54265,Non functional
Eastern Equatoria,Torit,Khomush PHCU,PHCU,MoH,4.21578,32.3772,Functional
Eastern Equatoria,Torit,Imokoru PHCU,PHCU,MoH,4.20349,32.55038,Functional
Eastern Equatoria,Torit,Isore PHCU,PHCU,MoH,3.91,32.8,Non functional
Eastern Equatoria,Torit,Kicenga PHCU,PHCU,MoH,3.8938,32.65461,Functional
Eastern Equatoria,Torit,Offiriha  PHCU,PHCU,MoH,0,0,Non functional
Eastern Equatoria,Torit,Orphan PHCU,PHCU,MoH,0,0,Non functional
Jonglei,Akobo,Yidit PHCU,PHCU,MoH,8.2176,32.26643,Functional
Jonglei,Akobo,Buong PHCU,PHCU,MoH,8.16185,32.38032,Functional
Jonglei,Akobo,Walgak PHCC,PHCC,MoH,8.16075,32.23865,Functional
Jonglei,Akobo,Diror PHCU,PHCU,MoH,8.11658,32.33133,Functional
Jonglei,Akobo,Tangnyang PHCU,PHCU,MoH,8.1089,32.29087,Functional
Jonglei,Akobo,Thokwath PHCU,PHCU,MoH,7.94185,32.99663,Functional
Jonglei,Akobo,Thkliel PHCU,PHCU,MoH,7.87796,32.99832,Functional
Jonglei,Akobo,Dilule PHCU,PHCU,MoH,7.86044,33.00276,Functional
Jonglei,Akobo,Akobo Hospital,County Hospital,MoH,7.79904,33.01015,Functional
Jonglei,Akobo,Old Akobo PHCU,PHCU,MoH,7.79122,33.04378,Functional
Jonglei,Akobo,Meer PHCU,PHCU,MoH,7.73246,33.02224,Functional
Jonglei,Akobo,Kony PHCU,PHCU,MoH,7.70029,33.03194,Functional
Jonglei,Akobo,Chiban PHCU,PHCU,MoH,7.64542,33.06655,Functional
Jonglei,Akobo,Burmath PHCU,PHCU,MoH,7.64098,33.01555,Functional
Jonglei,Ayod,Pagil PHCU,PHCU,MoH,8.71085,31.26925,Functional
Jonglei,Ayod,Menime PHCC,PHCC,MoH,8.61055,30.71946,Functional
Jonglei,Ayod,Haat PHCU,PHCU,MoH,8.51655,30.63249,Non Functional
Jonglei,Ayod,Panyang PHCU Outreach,PHCU,MoH,8.43633,31.34412,Non Functional
Jonglei,Ayod,Mogok PHCU,PHCU,MoH,8.40239,31.33646,Functional
Jonglei,Ayod,Malek PHCU,PHCU,MoH,8.392778,30.926944,Functional
Jonglei,Ayod,Jiech PHCU,PHCU,MoH,8.37085,31.13669,Functional
Jonglei,Ayod,Wunbin PHCU,PHCU,MoH,8.28064,31.35421,Non Functional
Jonglei,Ayod,Wau PHCU,PHCU,MoH,8.25308,31.37278,Functional
Jonglei,Ayod,Wan Machar PHCC,PHCC,MoH,8.23199,30.59433,Non Functional
Jonglei,Ayod,Bei PHCU,PHCU,MoH,8.20221,31.37453,Non Functional
Jonglei,Ayod,Ascom Ayod PHCC,PHCC,MoH,8.13544,31.40971,Non Functional
Jonglei,Ayod,Gorwai -Kalel PHCU,PHCU,MoH,8.13282,31.07683,Functional
Jonglei,Ayod,Canal PHCU (Ayod),PHCU,MoH,8.13207,31.30938,Non Functional
Jonglei,Ayod,Ayod PHCC,PHCC,MoH,8.12281,31.41356,Functional
Jonglei,Ayod,Thotwat PHCU,PHCU,MoH,8.1127,31.4036,Non Functional
Jonglei,Ayod,Yian PHCU,PHCU,MoH,8.1018,31.19889,Non Functional
Jonglei,Ayod,Pajiek PHCU,PHCU,MoH,8.04631,31.30136,Functional
Jonglei,Ayod,Kuachdeng PHCU,PHCU,MoH,7.978896,31.440936,Functional
Jonglei,Ayod,Akeer (Ascom) PHCU,PHCU,MoH,7.83212,30.8948,Non Functional
Jonglei,Ayod,Nyawit PHCU Outreach,PHCU,MoH,7.71512,30.63931,Non Functional
Jonglei,Bor South,Nyin Majok PHCU,PHCU,MoH,5.877206,31.747775,Non Functional
Jonglei,Bor South,Kuei PHCU (Bor),PHCU,MoH,6.72868,31.42982,Non Functional
Jonglei,Bor South,Jalle PHCC,PHCC,MoH,6.67182,31.77659,Functional
Jonglei,Bor South,Kol-Merek PHCU,PHCU,MoH,6.61926,31.51425,Functional
Jonglei,Bor South,Akuai-Deng PHCU,PHCU,MoH,6.5635,31.52911,Functional
Jonglei,Bor South,Yomcllr PHCU,PHCU,MoH,6.54053,31.53262,Non Functional
Jonglei,Bor South,Mathiang PHCU (Baidit),PHCU,MoH,6.50158,31.55967,Functional
Jonglei,Bor South,Baidit PHCC,PHCC,MoH,6.42951,31.56256,Functional
Jonglei,Bor South,Tong PHCU,PHCU,MoH,6.39952,31.56852,Functional
Jonglei,Bor South,Makolcuei PHCU,PHCU,MoH,6.37862,31.64947,Functional
Jonglei,Bor South,Pan-Lueth PHCU,PHCU,MoH,6.36393,31.6034,Functional
Jonglei,Bor South,Palabaac PHCU,PHCU,MoH,6.31501,31.61603,Functional
Jonglei,Bor South,Kapaat PHCU,PHCU,MoH,6.29012,31.68078,Functional
Jonglei,Bor South,Konbeek PHCU,PHCU,MoH,6.26954,31.69048,Functional
Jonglei,Bor South,Makuac PHCC,PHCC,MoH,6.26155,31.7308,Functional
Jonglei,Bor South,Gak Yuom PHCU,PHCU,MoH,6.25877,31.56953,Functional
Jonglei,Bor South,Arek PHCU,PHCU,MoH,6.24685,31.55062,Non Functional
Jonglei,Bor South,Lualdit PHCU,PHCU,MoH,6.2364,31.61042,Functional
Jonglei,Bor South,Langbaar PHCU,PHCU,MoH,6.23435,31.57205,Non Functional
Jonglei,Bor South,Maror PHCU,PHCU,MoH,6.221299,31.562996,Non Functional
Jonglei,Bor South,Bor State Hosp,State Hospital,MoH,6.20684,31.55691,Functional
Jonglei,Bor South,Mareng PHCU (Bor),PHCU,MoH,6.20282,31.71381,Functional
Jonglei,Bor South,Bor Town PHCU,PHCU,MoH,6.19365,31.77014,Non Functional
Jonglei,Bor South,Anyidi PHCU,PHCU,MoH,6.17755,31.81293,Functional
Jonglei,Bor South,Cuei-Magon PHCU,PHCU,MoH,6.17682,31.77659,Functional
Jonglei,Bor South,Malual Chat PHCU,PHCU,MoH,6.14509,31.57587,Functional
Jonglei,Bor South,Kolnyang PHCC,PHCC,MoH,6.13708,31.73185,Functional
Jonglei,Bor South,Malual Agor Baar PHCC,PHCC,MoH,6.12538,31.58084,Functional
Jonglei,Bor South,Cuei-Ker PHCU,PHCU,MoH,6.07015,31.79433,Functional
Jonglei,Bor South,Malek PHCU (Kolnyang),PHCU,MoH,6.068968,31.612283,Functional
Jonglei,Bor South,Pan-Pandiar PHCU,PHCU,MoH,6.02946,31.62593,Non Functional
Jonglei,Bor South,Manyiel PHCU,PHCU,MoH,5.97511,31.65219,Functional
Jonglei,Bor South,Pariak PHCC,PHCC,MoH,5.97102,31.66066,Functional
Jonglei,Bor South,Pan-Wel PHCU,PHCU,MoH,5.93116,31.69906,Functional
Jonglei,Canal-Pigi,Pangborong PHCU,PHCU,MoH,9.130588,31.40205,Non Functional
Jonglei,Canal-Pigi,Alela PHCU,PHCU,MoH,9.37825,31.30779,Functional
Jonglei,Canal-Pigi,Canal PHCU (Pigi),PHCU,MoH,9.36291,31.54957,Functional
Jonglei,Canal-Pigi,Atar PHCU,PHCU,MoH,9.33846,31.4078,Functional
Jonglei,Canal-Pigi,Khorfulus PHCC,PHCC,MoH,9.31355,31.58603,Functional
Jonglei,Canal-Pigi,Atar Chuei PHCU,PHCU,MoH,9.29205,31.41027,Functional
Jonglei,Canal-Pigi,Wunangui PHCU,PHCU,MoH,9.29186,31.36951,Functional
Jonglei,Canal-Pigi,Mareng PHCC (Duk),PHCC,MoH,9.253338,31.741983,Functional
Jonglei,Duk,Pagaak PHCU,PHCU,MoH,7.92874,31.49704,Non Functional
Jonglei,Duk,Dorok PHCU,PHCU,MoH,7.784128,31.301627,Non functional
Jonglei,Duk,Duk Padiet PHCU,PHCU,MoH,7.74927,31.39566,Non Functional
Jonglei,Duk,Pajut Kuirgai PHCU,PHCU,MoH,7.74741,31.68797,Functional
Jonglei,Duk,Pakam PHCU,PHCU,MoH,7.73933,31.3995,Functional
Jonglei,Duk,Duk-Paborkoi PHCC,PHCC,MoH,7.72603,31.4058,Functional
Jonglei,Duk,Ayueldit PHCU,PHCU,MoH,7.72438,31.33096,Functional
Jonglei,Duk,Amiel PHCU,PHCU,MoH,7.69564,31.27658,Non Functional
Jonglei,Duk,Pageleng PHCU,PHCU,MoH,7.68695,31.68814,Functional
Jonglei,Duk,Dongchak PHCU,PHCU,MoH,7.68132,31.4143,Non Functional
Jonglei,Duk,Mareng PHCU (Pigi),PHCU,MoH,7.60572,31.45118,Non Functional
Jonglei,Duk,Patuenoi PHCU,PHCU,MoH,7.51602,31.48123,Functional
Jonglei,Duk,Dok Lost Clinic PHCU,PHCU,MoH,7.48253,31.51073,Functional
Jonglei,Duk,Duk Lost Boy PHCC,PHCC,MoH,7.48253,31.51073,Non functional
Jonglei,Duk,Poktap PHCC,PHCC,MoH,7.45464,31.40907,Functional
Jonglei,Fangak,Koatnyakoang PHCU,PHCU,MoH,9.44193,31.05653,Functional
Jonglei,Fangak,Fangak County Hospital,County Hospital,MoH,9.40905,31.16142,Functional
Jonglei,Fangak,Juaibor PHCC,PHCC,MoH,9.40076,30.66977,Functional
Jonglei,Fangak,Mandeng PHCU_Fangak,PHCU,MoH,9.38902,30.83437,Functional
Jonglei,Fangak,Kuernyang PHCC,PHCC,MoH,9.32275,30.88692,Functional
Jonglei,Fangak,Kolapach Buom PHCU,PHCU,MoH,9.31678,31.07278,Functional
Jonglei,Fangak,Keew PHCC,PHCC,MoH,9.26357,30.63544,Functional
Jonglei,Fangak,Kuemduok PHCU,PHCU,MoH,9.20998,30.9439,Functional
Jonglei,Fangak,Wang Lel PHCU,PHCU,MoH,9.16945,30.90443,Functional
Jonglei,Fangak,Thokcok PHCU,PHCU,MoH,9.16393,30.75964,Functional
Jonglei,Fangak,Chotbora PHCU (Old Fang),PHCU,MoH,9.11814,30.92622,Functional
Jonglei,Fangak,Wangchoat PHCU,PHCU,MoH,9.099464,30.824149,Functional
Jonglei,Fangak,Old Fangak Hosp,PHCC,MoH,9.06672,30.88009,Functional
Jonglei,Fangak,Dhoreak PHCU,PHCU,MoH,9.03456,30.70935,Functional
Jonglei,Fangak,Toch PHCU,PHCU,MoH,8.96674,30.70774,Functional
Jonglei,Fangak,Nyadiu PHCC,PHCC,MoH,8.79966,30.66906,Functional
Jonglei,Nyirol,Pultruk PHCC,PHCC,MoH,8.59479,31.94841,Functional
Jonglei,Nyirol,Lankien PHCC,PHCC,MoH,8.52622,32.06143,Functional
Jonglei,Nyirol,Majok PHCU,PHCU,MoH,8.47565,32.05856,Functional
Jonglei,Nyirol,Waat PHCC,PHCC,MoH,8.18497,32.15296,Functional
Jonglei,Pibor,Daktek PHCU,PHCU,MoH,7.04434,33.09755,Functional
Jonglei,Pibor,Ottalo PHCU,PHCU,MoH,7.01514,33.08562,Functional
Jonglei,Pibor,Ajwarra PHCU,PHCU,MoH,7.01429,33.09667,Functional
Jonglei,Pibor,Labarab PHCU,PHCU,MoH,6.66112,33.9697,Non Functional
Jonglei,Pibor,Raad PHCU,PHCU,MoH,6.594596,34.757936,Non Functional
Jonglei,Pibor,Churi PHCC,PHCC,MoH,6.56997,34.62081,Non Functional
Jonglei,Pibor,Nyalo Ngoro PHCU,PHCC,MoH,6.45665,34.43867,Non Functional
Jonglei,Pibor,Nyat PHCU,PHCU,MoH,6.27261,34.39101,Non Functional
Jonglei,Pibor,Mian PHCU,PHCU,MoH,6.2437,34.68719,Non Functional
Jonglei,Pibor,Boma Hospital,County Hospital,MoH,6.17872,34.38825,Functional
Jonglei,Pibor,Upper Boma PHCU,PHCC,MoH,6.17691,34.44297,Non Functional
Jonglei,Pibor,Malakal PHCU,PHCU,MoH,6.17582,34.444837,Functional
Jonglei,Pibor,Oang PHCC,PHCC,MoH,6.16799,34.4131,Non Functional
Jonglei,Pibor,Okadi PHCU,PHCU,MoH,6.09749,34.02835,Functional
Jonglei,Pibor,Kasingor PHCU,PHCU,MoH,5.77743,33.97323,Non Functional
Jonglei,Pochalla,Pochalla PHCC,PHCC,MoH,7.17761,34.08731,Functional
Jonglei,Pochalla,Ojansbai PHCU,PHCU,MoH,7.15463,34.13464,Functional
Jonglei,Pochalla,Obudi PHCU,PHCU,MoH,7.08008,34.01674,Functional
Jonglei,Pochalla,Nyium PHCU,PHCU,MoH,7.03561,34.00355,Functional
Jonglei,Pochalla,Alari PHCU,PHCU,MoH,7.01719,34.00173,Functional
Jonglei,Twic East,Wernyol PHCC,PHCC,MoH,7.32845,31.41489,Functional
Jonglei,Twic East,Mabior PHCU,PHCU,MoH,7.29196,31.38855,Functional
Jonglei,Twic East,Kiir PHCU,PHCU,MoH,7.2605,31.3588,Functional
Jonglei,Twic East,Panyagor PHCC,PHCC,MoH,7.205832,31.398791,Functional
Jonglei,Twic East,Pager PHCU,PHCU,MoH,7.19541,31.38521,Functional
Jonglei,Twic East,Kongor PHCU,PHCU,MoH,7.15623,31.35528,Non Functional
Jonglei,Twic East,Wangulei PHCU,PHCU,MoH,7.08475,31.37746,Functional
Jonglei,Twic East,Baping PHCU,PHCU,MoH,7.07602,31.42838,Functional
Jonglei,Twic East,Lual-Ajokbil PHCU,PHCU,MoH,7.058,31.39037,Functional
Jonglei,Twic East,Paliau PHCC,PHCC,MoH,6.96007,31.37843,Functional
Jonglei,Twic East,Maar Pifca PHCU,PHCU,MoH,6.9022,31.37147,Non Functional
Jonglei,Twic East,Marial PHCU,PHCU,MoH,6.87947,31.37882,Functional
Jonglei,Twic East,Payom PHCU,PHCU,MoH,6.853229,31.33918,Functional
Jonglei,Twic East,Patiou PHCU,PHCU,MoH,6.77577,31.4085,Functional
Jonglei,Uror,Karam PHCU,PHCC,MoH,8.21059,31.82317,Non Functional
Jonglei,Uror,Motot PHCU,PHCU,MoH,8.16319,32.04853,Functional
Jonglei,Uror,Pul Chuol PHCC,PHCC,MoH,8.11053,31.96265,Functional
Jonglei,Uror,Pathai PHCU,PHCU,MoH,8.07111,31.83527,Functional
Jonglei,Uror,Pieri PHCC,PHCC,MoH,8.04097,32.0316,Functional
Jonglei,Uror,Modit PHCU,PHCU,MoH,7.99955,31.87726,Functional
Jonglei,Uror,Payai PHCU,PHCU,MoH,7.98745,31.96594,Functional
Jonglei,Uror,Msf-H PHCU,PHCU,MoH,7.90789,31.89108,Functional
Jonglei,Uror,Yuai PHCC,PHCC,MoH,7.90507,31.89112,Functional
Jonglei,Uror,Pamai PHCU,PHCU,MoH,7.79255,31.87915,Functional
Lakes,Awerial,Jarweng PHCU,PHCU,MoH,6.170358,31.56008,Functional
Lakes,Awerial,Abuyung PHCU,PHCU,MoH,6.35458,31.12789,Functional
Lakes,Awerial,IMC Site 1 PHCU_2,PHCU,MoH,6.21368,31.014685,Functional
Lakes,Awerial,Bunagok PHCC,PHCC,MoH,6.21347,30.99541,Functional
Lakes,Awerial,Health Link site 2 PHCU_2,PHCU,MoH,6.213324,31.002532,Functional
Lakes,Awerial,Health Link Site 3 PHCU,PHCU,MoH,6.210978,30.996149,Functional
Lakes,Awerial,SMC PHCC_Puluk,PHCC,Mission-NGO,6.208542,30.999367,Functional
Lakes,Awerial,IMC Site 2 PHCU_Paluk,PHCU,MoH,6.194017,31.471561,Functional
Lakes,Awerial,Awerial PHCU,PHCU,MoH,6.126715,31.172355,Functional
Lakes,Awerial,Health Link Site 2 PHCU_1,PHCU,MoH,6.126715,31.172355,Functional
Lakes,Awerial,SMC PHCC_Awerial,PHCC,Mission-NGO,6.055403,31.514247,Functional
Lakes,Awerial,IMC Site 1 PHCU_1,PHCU,MoH,6.051629,31.286898,Functional
Lakes,Awerial,IMC Site 2 PHCU_Awerial,PHCU,MoH,6.04999,31.515181,Functional
Lakes,Awerial,Mingkaman PHCU,PHCU,MoH,6.04999,31.515181,Functional
Lakes,Awerial,Kalthok PHCU,PHCU,MoH,5.881574,31.572085,Functional
Lakes,Cueibet,Tiaptiap PHCU,PHCU,MoH,7.325156,29.324202,Functional
Lakes,Cueibet,Panthou PHCU,PHCU,MoH,7.282971,29.480079,Functional
Lakes,Cueibet,Citcok PHCU,PHCU,MoH,7.194868,29.222009,Functional
Lakes,Cueibet,Malou Pec PHCU,PHCU,MoH,7.110418,29.029535,Functional
Lakes,Cueibet,Langdit PHCU,PHCU,MoH,7.061689,29.090739,Functional
Lakes,Cueibet,Barhget PHCU,PHCU,MoH,7.018962,29.155026,Non Functional
Lakes,Cueibet,Cueibet County Hospt,County Hospital,MoH,7.013117,29.241827,Functional
Lakes,Cueibet,Mayath PHCU,PHCU,MoH,6.99032,29.32876,Non Functional
Lakes,Cueibet,Mayanthon PHCU,PHCU,MoH,6.97154,29.22183,Functional
Lakes,Cueibet,Duony PHCU,PHCU,MoH,6.96816,29.37174,Non Functional
Lakes,Cueibet,Abiriu PHCC,PHCC,MoH,6.93931,29.42391,Functional
Lakes,Cueibet,Kubur William PHCU,PHCU,MoH,6.91065,29.47567,Non Functional
Lakes,Cueibet,Amethduol PHCU,PHCU,MoH,6.89218,29.52191,Functional
Lakes,Cueibet,Angongrial PHCC,PHCC,MoH,6.8523,29.22549,Functional
Lakes,Rumbek Centre,Malek PHCU_Rumbek,PHCU,MoH,7.20587,29.71994,Functional
Lakes,Rumbek Centre,Juit-Juit PHCU,PHCU,MoH,6.90752,29.5862,Non Functional
Lakes,Rumbek Centre,Chuei-Cok PHCU,PHCU,MoH,6.8852,29.54336,Functional
Lakes,Rumbek Centre,Ayei PHCU,PHCU,MoH,6.88176,29.62642,Functional
Lakes,Rumbek Centre,Abeer PHCU,PHCU,MoH,6.87239,29.57524,Functional
Lakes,Rumbek Centre,Nyang Koot PHCU,PHCU,MoH,6.87041,29.67145,Functional
Lakes,Rumbek Centre,Mathiang PHCU,PHCU,MoH,6.86726,29.63933,Functional
Lakes,Rumbek Centre,Deng Nhial PHCU,PHCU,MoH,6.82402,29.67761,Functional
Lakes,Rumbek Centre,Malteser Int. PHCC,PHCC,MoH,6.8173,29.66616,Functional
Lakes,Rumbek Centre,Rumbek State Hosp.,State Hospital,MoH,6.810214,29.678024,Functional
Lakes,Rumbek Centre,Rumbek Center Prison,PHCC,MoH,6.80736,29.67603,Functional
Lakes,Rumbek Centre,Rumbek Sec Sch Clini PHCU,PHCU,MoH,6.80104,29.68692,Non Functional
Lakes,Rumbek Centre,Malual Bab PHCC,PHCC,MoH,6.80017,29.67544,Functional
Lakes,Rumbek Centre,Colocok PHCC,PHCC,MoH,6.76047,29.54206,Functional
Lakes,Rumbek Centre,Bellwau PHCU,PHCU,MoH,6.741952,29.50321,Functional
Lakes,Rumbek Centre,Abiei Ajok PHCU,PHCU,MoH,6.73993,29.66345,Functional
Lakes,Rumbek Centre,Makembelle PHCC,PHCC,MoH,6.72725,29.656359,Functional
Lakes,Rumbek Centre,Malek PHCU_Malek,PHCU,MoH,6.7211,30.79634,Non Functional
Lakes,Rumbek Centre,Malou Medi. Corps,PHCU,Mission-NGO,6.707643,29.655514,Functional
Lakes,Rumbek East,Amethic PHCU,PHCU,MoH,6.659978,30.48509,Non Functional
Lakes,Rumbek East,Palok PHCU,PHCU,MoH,6.76723,30.10266,Functional
Lakes,Rumbek East,Cuei Chok PHCU,PHCU,MoH,6.72545,29.74546,Functional
Lakes,Rumbek East,Maleng Agola PHCU,PHCU,MoH,6.70889,29.76309,Functional
Lakes,Rumbek East,Pacong PHCC,PHCC,MoH,6.69274,29.78907,Functional
Lakes,Rumbek East,Adirdir PHCU,PHCU,MoH,6.6781,29.82748,Functional
Lakes,Rumbek East,Panawach PHCU,PHCU,MoH,6.67585,29.81363,Functional
Lakes,Rumbek East,Amer PHCU,PHCU,MoH,6.63158,29.76987,Functional
Lakes,Rumbek East,Adol PHCC,PHCC,MoH,6.62718,29.91969,Functional
Lakes,Rumbek East,Mathiang Kok PHCU,PHCU,MoH,6.62622,29.74686,Functional
Lakes,Rumbek East,Boraliop (Cbhc) PHCC,PHCC,MoH,6.59546,29.87975,Functional
Lakes,Rumbek East,Pandit PHCU_Rumbek,PHCU,MoH,6.59416,30.15039,Functional
Lakes,Rumbek East,Dhiakuei PHCU,PHCU,MoH,6.57414,29.82743,Non Functional
Lakes,Rumbek East,Atiaba PHCU,PHCU,MoH,6.57394,29.96268,Functional
Lakes,Rumbek East,Majakjier PHCU,PHCU,MoH,6.56029,29.84991,Functional
Lakes,Rumbek East,Akut PHCC,PHCC,MoH,6.55359,30.03804,Functional
Lakes,Rumbek East,Awac PHCU,PHCU,MoH,6.5205,29.80866,Non Functional
Lakes,Rumbek East,Mabor Duang PHCU,PHCU,MoH,6.51803,29.83922,Functional
Lakes,Rumbek East,Mabaric PHCU,PHCU,MoH,6.50482,29.87485,Functional
Lakes,Rumbek East,Warliet PHCU,PHCU,MoH,6.49923,29.97201,Functional
Lakes,Rumbek East,Kolcum PHCU,PHCU,MoH,6.47428,29.80953,Non Functional
Lakes,Rumbek East,Atiriu PHCU,PHCU,MoH,6.457028,30.01925,Functional
Lakes,Rumbek East,Cuelbalac PHCU,PHCU,MoH,6.45378,29.76258,Non Functional
Lakes,Rumbek East,Malou PHCU,PHCU,MoH,6.43449,29.75961,Non Functional
Lakes,Rumbek East,Tilkuc PHCC,PHCC,MoH,6.43132,29.90112,Functional
Lakes,Rumbek East,Billing Hospital,County Hospital,MoH,6.39487,29.79319,Functional
Lakes,Rumbek North,Maper PHCU,PHCU,MoH,7.64775,29.67,Functional
Lakes,Rumbek North,Wun Rieng,PHCU,MoH,7.64,29.7,Functional
Lakes,Rumbek North,Madol PHCU,PHCU,MoH,7.56,29.75,Functional
Lakes,Rumbek North,Amok PHCU,PHCU,MoH,7.54,29.64,Functional
Lakes,Wulu,Bhar Gel PHCU,PHCU,MoH,6.720772,29.155027,Non Functional
Lakes,Wulu,Muorkuec PHCU,PHCU,MoH,6.68838,29.50223,Functional
Lakes,Wulu,Gulmer PHCU,PHCU,MoH,6.646724,29.537054,Functional
Lakes,Wulu,Makoor PHCU,PHCU,MoH,6.600477,29.309978,Functional
Lakes,Wulu,Makembella PHCU,PHCU,MoH,6.588853,29.567889,Functional
Lakes,Wulu,Kuel Kuech PHCC,PHCC,MoH,6.57353,29.638482,Non Functional
Lakes,Wulu,Wulu PHCC,PHCC,MoH,6.508636,29.627166,Functional
Lakes,Wulu,Guba PHCU (Lila),PHCU,MoH,6.467142,29.549952,Functional
Lakes,Wulu,Tonjo PHCU,PHCU,MoH,6.332163,29.726915,Functional
Lakes,Wulu,Laam PHCU,PHCC,MoH,6.329761,29.91455,Non Functional
Lakes,Wulu,Nuktamaga (Domotolo) PHCU,PHCU,MoH,6.24655,29.61973,Functional
Lakes,Wulu,Dotecku PHCU,PHCU,MoH,6.13464,29.47885,Functional
Lakes,Wulu,Wokou PHCU,PHCU,MoH,6.09382,29.76799,Functional
Lakes,Yirol East,Shambe PHCU,PHCC,MoH,7.10574,30.77384,Non Functional
Lakes,Yirol East,Adior PHCC (Rural Hp,PHCC,MoH,6.78063,30.72161,Functional
Lakes,Yirol East,Biling PHCU,PHCU,MoH,6.74188,30.65781,Non Functional
Lakes,Yirol East,Pagaraw PHCU,PHCU,MoH,6.74065,30.40829,Functional
Lakes,Yirol East,Kap PHCU,PHCU,MoH,6.71586,30.44643,Functional
Lakes,Yirol East,Acigor PHCU,PHCU,MoH,6.71116,30.49647,Non Functional
Lakes,Yirol East,Nyang PHCC,PHCC,MoH,6.70794,30.60554,Non Functional
Lakes,Yirol East,Thonabutkok PHCU,PHCC,MoH,6.67889,30.4159,Non Functional
Lakes,Yirol East,Lekakedu PHCU,PHCU,MoH,6.67716,30.58644,Functional
Lakes,Yirol East,Yoli PHCU,PHCU,MoH,6.65758,30.48287,Functional
Lakes,Yirol East,Lang Matol PHCU,PHCU,MoH,6.641073,30.9708,Non Functional
Lakes,Yirol East,Aruomnyiol PHCU,PHCU,MoH,6.61049,30.51343,Functional
Lakes,Yirol East,Mading-Thian PHCU,PHCU,MoH,6.45603,31.17013,Non Functional
Lakes,Yirol East,Ramchiel PHCU,PHCU,MoH,6.43825,30.96767,Non Functional
Lakes,Yirol West,Aruau PHCU,PHCU,MoH,6.65581,30.62861,Functional
Lakes,Yirol West,Betoi PHCU,PHCU,MoH,6.63783,30.68849,Functional
Lakes,Yirol West,Kawic PHCU,PHCU,MoH,6.60649,30.42956,Functional
Lakes,Yirol West,Pankar PHCU,PHCU,MoH,6.57765,30.47834,Functional
Lakes,Yirol West,Yirol County Hospital,County Hospital,MoH,6.55331,30.50172,Functional
Lakes,Yirol West,St. Joseph Hospital,County Hospital,MoH,6.54828,30.49488,Functional
Lakes,Yirol West,Geng Geng PHCU,PHCU,MoH,6.4775,30.59387,Functional
Lakes,Yirol West,Aluak Luak PHCC,PHCC,MoH,6.4682,30.1051,Non Functional
Lakes,Yirol West,Agony PHCU,PHCU,MoH,6.43659,30.05486,Functional
Lakes,Yirol West,Pabur PHCU,PHCU,MoH,6.43261,30.59899,Non Functional
Lakes,Yirol West,Mary Immaculate Hosp,County Hospital,MoH,6.384713,30.085337,Functional
Lakes,Yirol West,Mageng PHCU,PHCU,MoH,6.32161,30.32244,Functional
